complex_id,name,genes,mod,replace
GMET_RS04960-MONOMER,,,fe2(1),
GMET_RS04960-MONOMER,,,fe2(2),
GMET_RS07170-MONOMER,,,mg2(1),
GMET_RS07170-MONOMER,,,mn2(1),
GMET_RS04965-MONOMER,,,pydx5p(2),
GMET_RS02255-MONOMER,,,zn2(1),
GMET_RS16250-MONOMER,,,fad(1),
GMET_RS07155-MONOMER,,,cobalt2(1),
GMET_RS03510-MONOMER,,,pydx5p(1),
GMET_RS17630-MONOMER,,,zn2(1),
GMET_RS16000-MONOMER,,,mg2(1),
GMET_RS04265-MONOMER,,,zn2(6),
GMET_RS17665-MONOMER,,,zn2(2),
GMET_RS15445-MONOMER,,,mg2(1),
GMET_RS15445-MONOMER,,,mn2(1),
GMET_RS15445-MONOMER,,,cobalt2(1),
GMET_RS05620-MONOMER,,,mg2(1),
GMET_RS05000-MONOMER,,,adocbl(1),
GMET_RS05000-MONOMER,,,4fe4s(2),
GMET_RS14365-MONOMER,,,mg2(1),
GMET_RS14365-MONOMER,,,mn2(1),
GMET_RS17700-MONOMER,,,mg2(1),
GMET_RS04710-MONOMER,,,mg2(1),
GMET_RS16100-MONOMER,,,mg2(1),
GMET_RS07225-MONOMER,,,mg2(1),
GMET_RS08170-MONOMER,,,mg2(1),
GMET_RS11725-MONOMER,,,mg2(1),
GMET_RS17715-MONOMER,,,zn2(4),
GMET_RS02470-MONOMER,,,mg2(1),
GMET_RS16985-MONOMER,,,mg2(5),
GMET_RS05765-MONOMER,,,Oxidized(1),
GMET_RS10355-MONOMER,,,mg2(2),
GMET_RS15915-MONOMER,,,fe2(1) AND zn2(1),
GMET_RS08225-MONOMER,,,mn2(1),
GMET_RS08225-MONOMER,,,mg2(1),
GMET_RS09520-MONOMER,,,mg2(1),
GMET_RS09520-MONOMER,,,mn2(1),
GMET_RS04335-MONOMER,,,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),
GMET_RS11700-MONOMER,,,zn2(2),
GMET_RS08250-MONOMER,,,mg2(1),
GMET_RS08255-MONOMER,,,mg2(1) AND k(1),
GMET_RS08255-MONOMER,,,mg2(1) AND nh4(1),
GMET_RS08255-MONOMER,,,mn2(1) AND k(1),
GMET_RS08255-MONOMER,,,mn2(1) AND nh4(1),
GMET_RS11720-MONOMER,,,mn2(1),
GMET_RS03615-MONOMER,,,zn2(1),
GMET_RS05080-MONOMER,,,4fe4s(1),
GMET_RS11730-MONOMER,,,mg2(1),
GMET_RS03630-MONOMER,,,zn2(2),
GMET_RS07500-MONOMER,,,nad(1),
GMET_RS11680-MONOMER,,,mg2(2),
GMET_RS09900-MONOMER,,,mg2(1),
GMET_RS17780-MONOMER,,,4fe4s(1),
GMET_RS08055-MONOMER,,,pan4p(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND ac(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND mal(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND but2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND act(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND but(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ha(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND egme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND ogme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND gme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND hgme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND thex2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ohex(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND hex(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hhex(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND pim(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND epme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND opme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND pme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND hpme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND toct2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ooct(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND oc(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hoct(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND tdec2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND cdec3e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3odec(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND dca(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hdec(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND t3c5ddece(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND tddec2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND cddec5e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3oddec(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND ddca(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hddec(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND t3c7mrse(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND tde(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND tmrs2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3omrs(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND myrs(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hmrs(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND t3c9palme(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND hde(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND tpalm2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3opalm(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND palm(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hpalm(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND t3c11vace(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND toctd2e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND octe(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3ooctd(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND ocdca(1),
GMET_RS08055-MONOMER,,,pan4p(1) AND 3hocta(1),
GMET_RS00285-MONOMER,,,zn2(1),
GMET_RS11545-MONOMER,,,mg2(1) AND cl(1),
GMET_RS00295-MONOMER,,,mn2(1),
GMET_RS00300-MONOMER,,,mg2(1),
GMET_RS00300-MONOMER,,,mn2(1),
GMET_RS00300-MONOMER,,,cobalt2(1),
GMET_RS09955-MONOMER,,,4fe4s(1),
CPLX_ACCOAC-0,,,btn(1),
CPLX_ANS-0,,,mg2(1),
CPLX_AKGDH-1,,,mg2(1) AND lipoyl(1),
