,name,genes,source
G12WB-348-MONOMER,flagellar basal-body rod protein FlgB,CD630_02450(),BioCyc
G12WB-1934-MONOMER,MerR family transcriptional regulator,CD630_17870(),BioCyc
G12WB-2282-MONOMER,membrane protein,CD630_21260(),BioCyc
G12WB-382-MONOMER,hypothetical protein,CD630_02770(),BioCyc
G12WB-640-MONOMER,amidohydrolase,CD630_05280(),BioCyc
G12WB-2619-MONOMER,oxygen-independent coproporphyrinogen-III oxidase,CD630_24640(),BioCyc
G12WB-1335-MONOMER,exodeoxyribonuclease VII small subunit,CD630_12040(),BioCyc
G12WB-2955-MONOMER,cell wall protein 10,CD630_27960(),BioCyc
G12WB-982-MONOMER,"sugar-family ABC transporter, ATP-binding subunit",CD630_08740(),BioCyc
G12WB-3289-MONOMER,PTS operon transcription antiterminator,CD630_31260(),BioCyc
G12WB-1564-MONOMER,putative magnesium transporter,CD630_14250(),BioCyc
G12WB-3465-MONOMER,ATP/GTP-binding protein,CD630_32980(),BioCyc
G12WB-192-MONOMER,anaerobic ribonucleoside triphosphate reductase,CD630_01080(2),BioCyc
G12WB-2268-MONOMER,putative Cu<sup>2+</sup>-exporting P-type ATPase,CD630_21150(1),BioCyc
G12WB-3805-MONOMER,acyl-CoA N-acyltransferase,CD630_36190(),BioCyc
G12WB-623-MONOMER,conjugative transposon protein,CD630_05101(),BioCyc
G12WB-2603-MONOMER,rRNA small subunit methyltransferase E,CD630_24490(2),BioCyc
G12WB-1320-MONOMER,putative amino acid/polyamine transporter,CD630_11890(2),BioCyc
G12WB-2940-MONOMER,lipid II flippase MurJ,CD630_27810(),BioCyc
G12WB-968-MONOMER,hypothetical protein,CD630_08600(),BioCyc
G12WB-3274-MONOMER,peptidase,CD630_31120(),BioCyc
G12WB-155-MONOMER,30S ribosomal protein S4,CD630_00970(1),BioCyc
G12WB-3450-MONOMER,pyruvate formate-lyase activating enzyme,CD630_32830(1),BioCyc
G12WB-1905-MONOMER,SAM-dependent methyltransferase,CD630_17590(),BioCyc
G12WB-2253-MONOMER,xanthine dehydrogenase FAD-binding subunit XdhB,CD630_21010(),BioCyc
G12WB-3790-MONOMER,phosphoesterase,CD630_36030(),BioCyc
G12WB-607-MONOMER,conjugative transposon protein,CD630_04960(),BioCyc
G12WB-2589-MONOMER,putative divalent cation transporter,CD630_24360(),BioCyc
G12WB-1306-MONOMER,hypothetical protein,CD630_11760(),BioCyc
G12WB-2926-MONOMER,,CD630_27670(),BioCyc
G12WB-952-MONOMER,hypothetical protein,CD630_08420(),BioCyc
G12WB-326-MONOMER,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,CD630_02230(1),BioCyc
G12WB-1535-MONOMER,peptidase,CD630_13980(),BioCyc
G12WB-3436-MONOMER,oligoendopeptidase F,CD630_32690(),BioCyc
G12WB-1890-MONOMER,putative glutamate:Na<sup>+</sup> symporter,CD630_17460(1),BioCyc
G12WB-2239-MONOMER,xanthine dehydrogenase,CD630_20870(),BioCyc
G12WB-3776-MONOMER,carbamoyl-phosphate synthase small subunit,CD630_35890(),BioCyc
G12WB-592-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_04800(),BioCyc
G12WB-2574-MONOMER,"putative transporter, major facilitator superfamily",CD630_24230(),BioCyc
G12WB-1291-MONOMER,50S ribosomal protein L21,CD630_11610(1),BioCyc
G12WB-2911-MONOMER,exosporium protein,CD630_27520(),BioCyc
G12WB-938-MONOMER,oxidative stress glutamate synthase,CD630_08280(),BioCyc
G12WB-3245-MONOMER,glycerate kinase,CD630_30840(1),BioCyc
G12WB-1520-MONOMER,glycerol kinase,CD630_13820(4),BioCyc
G12WB-3421-MONOMER,peptidase,CD630_32540(),BioCyc
G12WB-1874-MONOMER,ATP-binding protein,CD630_17300(),BioCyc
G12WB-2224-MONOMER,xanthine dehydrogenase molybdenum binding subunit XdhA,CD630_20730(),BioCyc
G12WB-3761-MONOMER,hypothetical protein,CD630_35740(),BioCyc
G12WB-576-MONOMER,beta-lactamase-like hydrolase,CD630_04640(),BioCyc
G12WB-256-MONOMER,UGMP family protein,CD630_01520(),BioCyc
G12WB-1276-MONOMER,cell shape-determining protein MreC,CD630_11460(),BioCyc
G12WB-2897-MONOMER,aspartate--tRNA ligase,CD630_27390(2),BioCyc
G12WB-923-MONOMER,"PTS, enzyme IIB component",CD630_08130(),BioCyc
G12WB-3230-MONOMER,"putative xyloside-specific PTS, enzyme IID component",CD630_30690(),BioCyc
G12WB-1506-MONOMER,hypothetical protein,CD630_13690(),BioCyc
G12WB-3407-MONOMER,proline reductase PrdD,CD630_32400(),BioCyc
G12WB-1858-MONOMER,molybdenum cofactor sulfurase,CD630_17150(),BioCyc
G12WB-221-MONOMER,ferredoxin/flavodoxin oxidoreductase subunit beta,CD630_01170(),BioCyc
G12WB-3747-MONOMER,hypothetical protein,CD630_35610(),BioCyc
G12WB-560-MONOMER,"putative Na<sup>+</sup>:H<sup>+</sup> antiporter,",CD630_04490(),BioCyc
G12WB-2545-MONOMER,DNA polymerase III subunit epsilon,CD630_23940(),BioCyc
G12WB-1261-MONOMER,solute-binding lipoprotein,CD630_11310(),BioCyc
G12WB-2882-MONOMER,monogalactosyldiacylglycerol synthase,CD630_27250(),BioCyc
G12WB-909-MONOMER,membrane protein,CD630_07980(),BioCyc
G12WB-3216-MONOMER,"ABC transporter, membrane protein",CD630_30550(),BioCyc
G12WB-1491-MONOMER,CBS domain-containing protein,CD630_13560(),BioCyc
G12WB-3392-MONOMER,dihydrodipicolinate synthase 3,CD630_32250(),BioCyc
G12WB-1842-MONOMER,riboflavin biosynthesis bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase /5-amino-6-(5-phosphoribosylamino)uracil reductase,CD630_17000(2),BioCyc
G12WB-2196-MONOMER,hypothetical protein,CD630_20460(),BioCyc
G12WB-373-MONOMER,flagellar basal body rod protein FlgG,CD630_02680(),BioCyc
G12WB-544-MONOMER,hypothetical protein,CD630_04350(),BioCyc
G12WB-2530-MONOMER,indolepyruvate oxidoreductase subunit IorB,CD630_23800(),BioCyc
G12WB-1246-MONOMER,lipoprotein,CD630_11190(),BioCyc
G12WB-2865-MONOMER,hypothetical protein,CD630_27120(),BioCyc
G12WB-895-MONOMER,N-acetylmuramoyl-L-alanine amidase,CD630_07840(),BioCyc
G12WB-3201-MONOMER,ATPase,CD630_30390(),BioCyc
G12WB-1477-MONOMER,ribonuclease,CD630_13420(),BioCyc
G12WB-3378-MONOMER,hypothetical protein,CD630_32120(),BioCyc
G12WB-1826-MONOMER,radical SAM superfamily protein,CD630_16840(),BioCyc
G12WB-2181-MONOMER,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase,CD630_20330(),BioCyc
G12WB-3715-MONOMER,"phosphonate-specific ABC transporter, ATP-binding protein",CD630_35340(),BioCyc
G12WB-528-MONOMER,cell surface protein,CD630_04200(),BioCyc
G12WB-2516-MONOMER,hypothetical protein,CD630_23660(),BioCyc
G12WB-1231-MONOMER,antirestriction protein,CD630_11050(),BioCyc
G12WB-2850-MONOMER,peptidase,CD630_26970(),BioCyc
G12WB-88-MONOMER,acetoin dehydrogenase E1 component subunit alpha,CD630_00360(),BioCyc
G12WB-3187-MONOMER,"ferredoxin, iron-sulfur domain-containing protein",CD630_30250(),BioCyc
G12WB-1462-MONOMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,CD630_13270(1),BioCyc
G12WB-1810-MONOMER,membrane protein,CD630_16680(),BioCyc
G12WB-2167-MONOMER,"putative transporter, major facilitator superfamily",CD630_20190(),BioCyc
G12WB-3700-MONOMER,hypothetical protein,CD630_35190(),BioCyc
G12WB-512-MONOMER,tRNA (Uracil-5-)-methyltransferase,CD630_04060(1),BioCyc
G12WB-2500-MONOMER,glycine reductase complex component C subunit alpha,CD630_23480(),BioCyc
G12WB-1217-MONOMER,RNA polymerase sigma factor,CD630_10940(),BioCyc
G12WB-2836-MONOMER,flavodoxin-related protein,CD630_26840(),BioCyc
G12WB-864-MONOMER,"amino acid family ABC transporter, ATP-binding subunit",CD630_07520(),BioCyc
G12WB-3172-MONOMER,"L,D-transpeptidase",CD630_30070(),BioCyc
G12WB-1448-MONOMER,tRNA pseudouridine synthase B,CD630_13140(1),BioCyc
G12WB-1794-MONOMER,putative Na<sup>+</sup>:H<sup>+</sup> antiporter,CD630_16550(),BioCyc
G12WB-2152-MONOMER,rRNA adenine N-6-methyltransferase,CD630_20070(),BioCyc
G12WB-3686-MONOMER,twitching motility protein PilT,CD630_35050(),BioCyc
G12WB-2487-MONOMER,inosine 5-monophosphate dehydrogenase,CD630_23350(4),BioCyc
G12WB-1202-MONOMER,LysR family transcriptional regulator,CD630_10790(),BioCyc
G12WB-2821-MONOMER,"putative oligopeptide ABC transporter, ATP-binding subunit",CD630_26700(),BioCyc
G12WB-5-MONOMER,DNA gyrase subunit B,CD630_00050(),BioCyc
G12WB-849-MONOMER,hypothetical protein,CD630_07380(),BioCyc
G12WB-3158-MONOMER,hypothetical protein,CD630_29930(),BioCyc
G12WB-1433-MONOMER,MarR family transcriptional regulator,CD630_12990(),BioCyc
G12WB-1778-MONOMER,tellurite associated resistance protein,CD630_16390(),BioCyc
G12WB-2138-MONOMER,hypothetical protein,CD630_19940(),BioCyc
G12WB-3671-MONOMER,stage II sporulation protein,CD630_34900(),BioCyc
G12WB-2472-MONOMER,ribose-5-phosphate isomerase B,CD630_23200(),BioCyc
G12WB-1188-MONOMER,hypothetical protein,CD630_10650(),BioCyc
G12WB-2806-MONOMER,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,CD630_26550(1),BioCyc
G12WB-484-MONOMER,conjugative transposon protein,CD630_03780(),BioCyc
G12WB-834-MONOMER,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase dihydrolipoyl dehydrogenase subunit,CD630_07230(),BioCyc
G12WB-3143-MONOMER,CRISPR-associated Cas3 family helicase,CD630_29780(),BioCyc
G12WB-1418-MONOMER,membrane protein,CD630_12840(),BioCyc
G12WB-1762-MONOMER,oxidoreductase,CD630_16230(),BioCyc
G12WB-2123-MONOMER,hypothetical protein,CD630_19801(),BioCyc
G12WB-3657-MONOMER,dCMP deaminase,CD630_34770(),BioCyc
G12WB-2458-MONOMER,pilin protein,CD630_23050(),BioCyc
G12WB-1173-MONOMER,oligonucleotide binding protein,CD630_10530(),BioCyc
G12WB-2791-MONOMER,NrdR family transcriptional regulator,CD630_26400(),BioCyc
G12WB-468-MONOMER,two-component response regulator,CD630_03620(),BioCyc
G12WB-82-MONOMER,membrane protein,CD630_00300(),BioCyc
G12WB-3129-MONOMER,tRNA-binding protein,CD630_29640(),BioCyc
G12WB-1403-MONOMER,two-component response regulator,CD630_12690(),BioCyc
G12WB-1746-MONOMER,"multidrug family ABC transporter, ATP-binding protein",CD630_16070(),BioCyc
G12WB-2107-MONOMER,putative transporter,CD630_19650(),BioCyc
G12WB-3642-MONOMER,antitoxin endoAI,CD630_34620(),BioCyc
G12WB-2442-MONOMER,two-component response regulator,CD630_22890(),BioCyc
G12WB-1159-MONOMER,ATP-dependent helicase/nuclease subunit B,CD630_10400(),BioCyc
G12WB-2777-MONOMER,hypothetical protein,CD630_26260(),BioCyc
G12WB-4558-MONOMER,Conserved hypothetical protein,CD630_29740(),BioCyc
G12WB-805-MONOMER,metalloendopeptidase,CD630_06950(),BioCyc
G12WB-3114-MONOMER,HTH-type transcriptional regulator,CD630_29500(),BioCyc
G12WB-434-MONOMER,"putative cobalt-specific ECF transporter, auxillary component CbiN",CD630_03250(),BioCyc
G12WB-1389-MONOMER,16S rRNA-processing protein RimM,CD630_12550(1),BioCyc
G12WB-76-MONOMER,activator of protein kinase McsB,CD630_00240(),BioCyc
G12WB-1730-MONOMER,K<sup>+</sup>-transporting P-type ATPase subunit B,CD630_15920(),BioCyc
G12WB-3068-MONOMER,lipoprotein,CD630_29070(),BioCyc
G12WB-2092-MONOMER,membrane protein,CD630_19500(),BioCyc
G12WB-1680-MONOMER,hypothetical protein,CD630_15420(),BioCyc
G12WB-3628-MONOMER,phosphosugar isomerase,CD630_34490(),BioCyc
G12WB-3579-MONOMER,iron-only hydrogenase electron-transferring subunit HymA-like protein,CD630_34050(),BioCyc
G12WB-2428-MONOMER,DNA topoisomerase III,CD630_22750(),BioCyc
G12WB-2043-MONOMER,cell wall hydrolase,CD630_18980(),BioCyc
G12WB-1140-MONOMER,"putative polyamine ABC transporter, membrane subunit",CD630_10250(),BioCyc
G12WB-2382-MONOMER,radical SAM protein,CD630_22270(),BioCyc
G12WB-2762-MONOMER,MTA/SAH nucleosidase,CD630_26110(2),BioCyc
G12WB-1095-MONOMER,beta-lactams repressor,CD630_09790(),BioCyc
G12WB-4483-MONOMER,Conserved hypothetical protein,CD630_21241(),BioCyc
G12WB-2716-MONOMER,phosphatase,CD630_25610(),BioCyc
G12WB-791-MONOMER,putative solute:Na<sup>+</sup> symporter,CD630_06820(1),BioCyc
G12WB-428-MONOMER,two-component sensor histidine kinase,CD630_03190(),BioCyc
G12WB-310-MONOMER,"fructose-mannitol family PTS, enzyme IIC component",CD630_02070(),BioCyc
G12WB-745-MONOMER,radical SAM superfamily protein,CD630_06360(),BioCyc
G12WB-1374-MONOMER,hypothetical protein,CD630_12401(),BioCyc
G12WB-3053-MONOMER,hypothetical protein,CD630_28930(),BioCyc
G12WB-1714-MONOMER,phosphoglucomutase,CD630_15770(),BioCyc
G12WB-1664-MONOMER,dihydroorotase,CD630_15260(),BioCyc
G12WB-2076-MONOMER,hypothetical protein,CD630_19340(),BioCyc
G12WB-3564-MONOMER,conjugative transposon protein,CD630_33900(),BioCyc
G12WB-3613-MONOMER,cobalamin biosynthesis phosphoglycerate mutase CobC,CD630_34360(),BioCyc
G12WB-2027-MONOMER,hypothetical protein,CD630_18800(),BioCyc
G12WB-2413-MONOMER,hypothetical protein,CD630_22580(),BioCyc
G12WB-2367-MONOMER,MarR family transcriptional regulator,CD630_22120(),BioCyc
G12WB-1126-MONOMER,glucosamine-6-phosphate deaminase,CD630_10110(6),BioCyc
G12WB-1080-MONOMER,baseplate assembly protein,CD630_09640(),BioCyc
G12WB-2748-MONOMER,low specificity L-threonine aldolase,CD630_25910(4),BioCyc
G12WB-415-MONOMER,HAD superfamily hydrolase,CD630_03090(),BioCyc
G12WB-4402-MONOMER,Putative phage protein,CD630_13750(),BioCyc
G12WB-730-MONOMER,hypothetical protein,CD630_06220(),BioCyc
G12WB-777-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_06660(),BioCyc
G12WB-2704-MONOMER,"sugar family ABC transporter, membrane protein",CD630_25490(),BioCyc
G12WB-3085-MONOMER,hypothetical protein,CD630_29230(),BioCyc
G12WB-3039-MONOMER,hypothetical protein,CD630_28790(),BioCyc
G12WB-1359-MONOMER,U32 family peptidase,CD630_12280(),BioCyc
G12WB-1648-MONOMER,hypothetical protein,CD630_15111(),BioCyc
G12WB-1699-MONOMER,hypothetical protein,CD630_15600(),BioCyc
G12WB-355-MONOMER,flagellar protein FliJ,CD630_02520(),BioCyc
G12WB-2059-MONOMER,ethanolamine carboxysome structural protein EutL,CD630_19150(),BioCyc
G12WB-2011-MONOMER,DNA recombination protein,CD630_18650(),BioCyc
G12WB-3599-MONOMER,sirohydrochlorin cobaltochelatase,CD630_34220(),BioCyc
G12WB-2352-MONOMER,ferredoxin/flavodoxin oxidoreductase subunit beta,CD630_21980(),BioCyc
G12WB-24-MONOMER,hypothetical protein,CD630_00181(),BioCyc
G12WB-1066-MONOMER,hypothetical protein,CD630_09530(),BioCyc
G12WB-1111-MONOMER,hypothetical protein,CD630_09960(),BioCyc
G12WB-4-MONOMER,DNA replication and repair protein RecF,CD630_00040(),BioCyc
G12WB-2733-MONOMER,3-oxoacyl-ACP reductase,CD630_25770(),BioCyc
G12WB-716-MONOMER,hypothetical protein,CD630_06052(),BioCyc
G12WB-435-MONOMER,"putative cobalt-specific ECF transporter, T component CbiQ",CD630_03260(),BioCyc
G12WB-269-MONOMER,membrane protein,CD630_01640(),BioCyc
G12WB-762-MONOMER,"multidrug family ABC transporter, ATP-binding protein",CD630_06530(),BioCyc
G12WB-3024-MONOMER,hydrolase,CD630_28640(),BioCyc
G12WB-3070-MONOMER,hypothetical protein,CD630_29080(),BioCyc
G12WB-3359-MONOMER,hypothetical protein,CD630_31930(),BioCyc
G12WB-1633-MONOMER,hypothetical protein,CD630_14960(),BioCyc
G12WB-3535-MONOMER,hypothetical protein,CD630_33660(),BioCyc
G12WB-1996-MONOMER,conjugative transposon protein,CD630_18520(),BioCyc
G12WB-2338-MONOMER,alpha/beta hydrolase,CD630_21810(),BioCyc
G12WB-1051-MONOMER,hypothetical protein,CD630_09390(),BioCyc
G12WB-388-MONOMER,PTS operon transcription antiterminator,CD630_02830(),BioCyc
G12WB-700-MONOMER,hypothetical protein,CD630_05880(),BioCyc
G12WB-2675-MONOMER,conjugative transposon antibiotic resistance protein,CD630_25200(),BioCyc
G12WB-301-MONOMER,GMP synthase,CD630_01980(2),BioCyc
G12WB-3344-MONOMER,D-hydantoinase,CD630_31780(),BioCyc
G12WB-1619-MONOMER,"sulfonate family ABC transporter, membrane subunit",CD630_14820(),BioCyc
G12WB-3520-MONOMER,ATP-dependent Clp protease proteolytic subunit 2,CD630_33510(),BioCyc
G12WB-1980-MONOMER,chorismate synthase,CD630_18350(4),BioCyc
G12WB-2323-MONOMER,HTH-type transcriptional regulator,CD630_21650(),BioCyc
G12WB-1037-MONOMER,DNA modification methylase,CD630_09270(),BioCyc
G12WB-3864-MONOMER,sporulation initiation inhibitor,CD630_36720(),BioCyc
G12WB-685-MONOMER,threonine--tRNA ligase,CD630_05740(2),BioCyc
G12WB-2660-MONOMER,"putative transporter, major facilitator superfamily",CD630_25060(),BioCyc
G12WB-2996-MONOMER,peptidase,CD630_28360(),BioCyc
G12WB-333-MONOMER,flagellar biosynthesis protein,CD630_02300(),BioCyc
G12WB-1604-MONOMER,"ABC transporter, membrane protein",CD630_14670(),BioCyc
G12WB-3506-MONOMER,membrane protein,CD630_33370(),BioCyc
G12WB-1963-MONOMER,membrane protein,CD630_18190(),BioCyc
G12WB-2309-MONOMER,glutamyl-aminopeptidase,CD630_21520(),BioCyc
G12WB-1022-MONOMER,hypothetical protein,CD630_09140(),BioCyc
G12WB-385-MONOMER,hypothetical protein,CD630_02791(),BioCyc
G12WB-669-MONOMER,uridine kinase,CD630_05570(),BioCyc
G12WB-2645-MONOMER,peptidase,CD630_24900(),BioCyc
G12WB-2981-MONOMER,hypothetical protein,CD630_28200(),BioCyc
G12WB-3315-MONOMER,transcriptional regulator,CD630_31521(),BioCyc
G12WB-1590-MONOMER,phospho-2-dehydro-3-deoxyheptonate aldolase,CD630_14530(),BioCyc
G12WB-3491-MONOMER,hypothetical protein,CD630_33240(),BioCyc
G12WB-1947-MONOMER,tellurium resistance protein,CD630_18000(),BioCyc
G12WB-2294-MONOMER,ribosome recycling factor,CD630_21370(1),BioCyc
G12WB-1008-MONOMER,"putative glycine betaine/carnitine/choline ABC transporter, ATP-binding protein",CD630_09000(),BioCyc
G12WB-3831-MONOMER,hypothetical protein,CD630_36440(),BioCyc
G12WB-653-MONOMER,methyl-accepting chemotaxix methyltransferase,CD630_05410(),BioCyc
G12WB-2630-MONOMER,membrane protein,CD630_24750(),BioCyc
G12WB-1347-MONOMER,hypothetical protein,CD630_12160(),BioCyc
G12WB-2967-MONOMER,crossover junction endodeoxyribonuclease RuvC,CD630_28070(),BioCyc
G12WB-994-MONOMER,alpha-amylase,CD630_08860(1),BioCyc
G12WB-3300-MONOMER,putative &beta;-glucoside-specific PTS enzyme II,CD630_31370(),BioCyc
G12WB-1576-MONOMER,"putative transporter, LrgA family",CD630_14390(),BioCyc
G12WB-3477-MONOMER,D-isomer specific 2-hydroxyacid dehydrogenase,CD630_33100(),BioCyc
G12WB-1931-MONOMER,tRNA pseudouridine synthase A,CD630_17840(),BioCyc
G12WB-228-MONOMER,stage II sporulation protein D,CD630_01240(),BioCyc
G12WB-3817-MONOMER,PTS operon transcription antiterminator,CD630_36310(),BioCyc
G12WB-637-MONOMER,transcriptional regulator,CD630_05230(),BioCyc
G12WB-2616-MONOMER,chaperone DnaK,CD630_24610(1),BioCyc
G12WB-1332-MONOMER,N utilization substance protein B,CD630_12010(),BioCyc
G12WB-2952-MONOMER,S-layer protein,CD630_27930(),BioCyc
G12WB-98-MONOMER,lipoate-protein ligase,CD630_00460(),BioCyc
G12WB-3286-MONOMER,Fe-S binding domain-containing protein,CD630_31230(),BioCyc
G12WB-1561-MONOMER,MerR family transcriptional regulator,CD630_14220(),BioCyc
G12WB-3462-MONOMER,type II secretion system protein,CD630_32950(),BioCyc
G12WB-1917-MONOMER,methylated-DNA-[protein]-cysteine S-methyltransferase 2,CD630_17700(),BioCyc
G12WB-2265-MONOMER,hypothetical protein,CD630_21120(),BioCyc
G12WB-3802-MONOMER,putative Na<sup>+</sup>:H<sup>+</sup> antiporter,CD630_36160(),BioCyc
G12WB-620-MONOMER,HTH-type transcriptional regulator,CD630_05090(),BioCyc
G12WB-2600-MONOMER,30S ribosomal protein S21,CD630_24461(1),BioCyc
G12WB-1318-MONOMER,hypothetical protein,CD630_11870(),BioCyc
G12WB-2938-MONOMER,mannose-1-phosphate guanylyltransferase,CD630_27790(1),BioCyc
G12WB-964-MONOMER,"putative oligopeptide ABC transporter, membrane subunit",CD630_08540(),BioCyc
G12WB-3271-MONOMER,pentose-5-phosphate 3-epimerase,CD630_31090(),BioCyc
G12WB-1547-MONOMER,competence damage-inducible protein A,CD630_14090(),BioCyc
G12WB-3448-MONOMER,pyrroline-5-carboxylate reductase,CD630_32810(),BioCyc
G12WB-1902-MONOMER,peptide deformylase 1,CD630_17560(),BioCyc
G12WB-2250-MONOMER,hypothetical protein,CD630_20980(),BioCyc
G12WB-3788-MONOMER,D-alanyl-D-alanine carboxypeptidase,CD630_36010(),BioCyc
G12WB-604-MONOMER,"putative ribitol-specific PTS, enzyme IIB component",CD630_04920(),BioCyc
G12WB-2586-MONOMER,hypothetical protein,CD630_24340(),BioCyc
G12WB-1303-MONOMER,FAD-linked oxidase,CD630_11730(),BioCyc
G12WB-2923-MONOMER,HAD superfamily hydrolase,CD630_27640(1),BioCyc
G12WB-95-MONOMER,"galactitol family PTS, enzyme IIC component",CD630_00430(),BioCyc
G12WB-3257-MONOMER,6-phospho-beta-glucosidase,CD630_30950(),BioCyc
G12WB-1532-MONOMER,membrane protein,CD630_13950(),BioCyc
G12WB-3433-MONOMER,two-component sensor histidine kinase,CD630_32660(),BioCyc
G12WB-1887-MONOMER,hypothetical protein,CD630_17450(),BioCyc
G12WB-2236-MONOMER,peptidase,CD630_20840(),BioCyc
G12WB-3773-MONOMER,two-component sensor histidine kinase,CD630_35860(),BioCyc
G12WB-589-MONOMER,hypothetical protein,CD630_04770(),BioCyc
G12WB-2571-MONOMER,hypothetical protein,CD630_24200(),BioCyc
G12WB-1289-MONOMER,hypothetical protein,CD630_11590(),BioCyc
G12WB-2909-MONOMER,accessory gene regulator,CD630_27500(),BioCyc
G12WB-935-MONOMER,rubrerythrin,CD630_08250(),BioCyc
G12WB-3242-MONOMER,"putative &beta;-glycoside-specific PTS, enzyme IIC component",CD630_30810(),BioCyc
G12WB-1518-MONOMER,"putative transporter, major facilitator superfamily",CD630_13800(),BioCyc
G12WB-3419-MONOMER,hypothetical protein,CD630_32520(),BioCyc
G12WB-1871-MONOMER,hypothetical protein,CD630_17281(),BioCyc
G12WB-2221-MONOMER,hypothetical protein,CD630_20700(),BioCyc
G12WB-3759-MONOMER,hypothetical protein,CD630_35720(),BioCyc
G12WB-573-MONOMER,two-component sensor histidine kinase,CD630_04610(),BioCyc
G12WB-2557-MONOMER,lipoprotein,CD630_24060(),BioCyc
G12WB-1273-MONOMER,Maf-like protein,CD630_11430(),BioCyc
G12WB-2894-MONOMER,LysR family transcriptional regulator,CD630_27360(),BioCyc
G12WB-920-MONOMER,flavodoxin/nitric oxide synthase,CD630_08100(),BioCyc
G12WB-3228-MONOMER,"putative xyloside-specific PTS, enzyme IIA component",CD630_30670(),BioCyc
G12WB-1503-MONOMER,tail protein,CD630_13660(),BioCyc
G12WB-3404-MONOMER,proline racemase,CD630_32370(),BioCyc
G12WB-1855-MONOMER,molybdenum cofactor biosynthesis protein MoaB,CD630_17120(1),BioCyc
G12WB-2207-MONOMER,hypothetical protein,CD630_20560(),BioCyc
G12WB-3744-MONOMER,bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase,CD630_35580(),BioCyc
G12WB-557-MONOMER,D-ornithine aminomutase E component,CD630_04460(),BioCyc
G12WB-2542-MONOMER,membrane protein,CD630_23910(),BioCyc
G12WB-1259-MONOMER,dephospho-CoA kinase,CD630_11290(1),BioCyc
G12WB-288-MONOMER,cell wall hydrolase,CD630_01830(),BioCyc
G12WB-906-MONOMER,DNA-binding regulatory protein,CD630_07950(),BioCyc
G12WB-3213-MONOMER,anhydro-N-acetylmuramic acid kinase,CD630_30510(1),BioCyc
G12WB-1489-MONOMER,hypothetical protein,CD630_13540(),BioCyc
G12WB-339-MONOMER,flagellar protein FliS2,CD630_02360(),BioCyc
G12WB-1839-MONOMER,"6,7-dimethyl-8-ribityllumazine synthase",CD630_16970(60),BioCyc
G12WB-2193-MONOMER,membrane protein,CD630_20440(),BioCyc
G12WB-3727-MONOMER,rRNA small subunit methyltransferase I,CD630_35460(),BioCyc
G12WB-541-MONOMER,"multidrug family ABC transporter, membrane protein",CD630_04330(),BioCyc
G12WB-2528-MONOMER,membrane protein,CD630_23780(),BioCyc
G12WB-1243-MONOMER,conjugative transposon protein,CD630_11160(),BioCyc
G12WB-2862-MONOMER,oxidoreductase,CD630_27090(),BioCyc
G12WB-891-MONOMER,hypothetical protein,CD630_07800(),BioCyc
G12WB-3199-MONOMER,CarD family transcriptional regulator,CD630_30370(),BioCyc
G12WB-1474-MONOMER,aspartate aminotransferase,CD630_13390(),BioCyc
G12WB-3375-MONOMER,PadR family transcriptional regulator,CD630_32090(),BioCyc
G12WB-1823-MONOMER,TetR family transcriptional regulator,CD630_16810(),BioCyc
G12WB-2179-MONOMER,acetylornithine aminotransferase,CD630_20310(2),BioCyc
G12WB-3712-MONOMER,predicted cyclic phosphate dihydrolase,CD630_35310(),BioCyc
G12WB-525-MONOMER,conjugative transposon protein,CD630_04180(),BioCyc
G12WB-2513-MONOMER,hypothetical protein,CD630_23630(),BioCyc
G12WB-1229-MONOMER,conjugative transposon protein,CD630_11041(),BioCyc
G12WB-2848-MONOMER,aspartate--ammonia ligase,CD630_26950(2),BioCyc
G12WB-876-MONOMER,"glucitol family PTS, enzyme IIC component",CD630_07640(),BioCyc
G12WB-3184-MONOMER,hypothetical protein,CD630_30220(),BioCyc
G12WB-146-MONOMER,50S ribosomal protein L15,CD630_00890(1),BioCyc
G12WB-1807-MONOMER,membrane glycerophosphoryl diester phosphodiesterase,CD630_16660(1),BioCyc
G12WB-2164-MONOMER,HTH-type transcriptional regulator,CD630_20170(),BioCyc
G12WB-3698-MONOMER,pur operon repressor,CD630_35170(),BioCyc
G12WB-2499-MONOMER,Xaa-Pro dipeptidase,CD630_23470(),BioCyc
G12WB-1214-MONOMER,integrase,CD630_10910(),BioCyc
G12WB-2833-MONOMER,hypothetical protein,CD630_26811(),BioCyc
G12WB-861-MONOMER,UvrD/REP type DNA helicase,CD630_07490(),BioCyc
G12WB-317-MONOMER,hypothetical protein,CD630_02140(),BioCyc
G12WB-1445-MONOMER,translation initiation factor IF-2,CD630_13090(1),BioCyc
G12WB-1791-MONOMER,tellurium resistance protein,CD630_16520(),BioCyc
