complex_id,name,genes,mod,replace
S1178-MONOMER,,,pan4p(1) AND toctd2e(1),
S1178-MONOMER,,,pan4p(1) AND octe(1),
S1178-MONOMER,,,pan4p(1) AND 3ooctd(1),
S1178-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
S1178-MONOMER,,,pan4p(1) AND ocdca(1),
S1178-MONOMER,,,pan4p(1) AND 3hocta(1),
S1180-MONOMER,,,pydx5p(1),
S1182-MONOMER,,,mg2(1),
S1190-MONOMER,,,mg2(1),
S1193-MONOMER,,,mg2(1) AND cu(1) AND fad(1),
S1198-MONOMER,,,mg2(1),
S1238-MONOMER,,,mn2(1),
S1238-MONOMER,,,mg2(1),
S1267-MONOMER,,,pydx5p(1),
S1294-MONOMER,,,mg2(1) AND pi(1),
S1294-MONOMER,,,mn2(1) AND pi(1),
S1295-MONOMER,,,mg2(1),
S1324-MONOMER,,,mg2(1),
S1326-MONOMER,,,fe2(1),
S1363-MONOMER,,,4fe4s(1),
S1364-MONOMER,,,mg2(1),
S1373-MONOMER,,,mg2(1),
S1384-MONOMER,,,mg2(1),
S1389-MONOMER,,,pydx5p(1),
S1448-MONOMER,,,4fe4s(1),
S1451-MONOMER,,,thmpp(1),
S1519-MONOMER,,,zn2(2),
S1529-MONOMER,,,4fe4s(1),
S1538-MONOMER,,,mg2(1),
S1539-MONOMER,,,mg2(5),
S1574-MONOMER,,,mg2(1),
S1581-MONOMER,,,mg2(1),
S1581-MONOMER,,,mn2(1),
S1603-MONOMER,,,mg2(1),
S1603-MONOMER,,,mn2(1),
S1613-MONOMER,,,hemed(6),
S1624-MONOMER,,,mg2(1),
S1630-MONOMER,,,zn2(1),
S1644-MONOMER,,,fe3(1),
S1646-MONOMER,,,mg2(1),
S1766-MONOMER,,,4fe4s(1),
S1795-MONOMER,,,fmn(1),
S1799-MONOMER,,,mg2(1),
S1805-MONOMER,,,cu2(1),
S1810-MONOMER,,,ni2(1),
S1811-MONOMER,,,mg2(4),
S1814-MONOMER,,,Oxidized(1),
S1816-MONOMER,,,fe3(1),
S1821-MONOMER,,,hco3(1),
S1838-MONOMER,,,mg2(1) AND k(1),
S1838-MONOMER,,,mn2(1) AND k(1),
S1839-MONOMER,,,palmitate(1),
S1867-MONOMER,,,pydx5p(1),
S1879-MONOMER,,,mn2(1),
S1879-MONOMER,,,mg2(1),
S1925-MONOMER,,,mg2(1),
S1930-MONOMER,,,mg2(1) AND k(1),
S1930-MONOMER,,,mn2(1) AND k(1),
S1941-MONOMER,,,mg2(1),
S2007-MONOMER,,,mg2(1),
S2036-MONOMER,,,mg2(1),
S2051-MONOMER,,,mg2(1),
S2058-MONOMER,,,pydx5p(1),
S2203-MONOMER,,,mn2(1),
S2204-MONOMER,,,pydx5p(1),
S2205-MONOMER,,,mg2(1),
S2205-MONOMER,,,mn2(1),
S2225-MONOMER,,,mg2(1),
S2227-MONOMER,,,nad(1),
S2237-MONOMER,,,mg2(1),
S2237-MONOMER,,,mn2(1),
S2239-MONOMER,,,nadp(1),
S2254-MONOMER,,,mg2(1),
S2303-MONOMER,,,zn2(2),
S2347-MONOMER,,,fad(1),
S2357-MONOMER,,,zn2(1),
S2367-MONOMER,,,zn2(1),
S2376-MONOMER,,,ca2(1),
S2382-MONOMER,,,mg2(1),
S2445-MONOMER,,,zn2(1),
S2454-MONOMER,,,ca2(1),
S2465-MONOMER,,,pydx5p(1),
S2473-MONOMER,,,mg2(1),
S2474-MONOMER,,,mg2(1),
S2475-MONOMER,,,hco3(1),
S2477-MONOMER,,,mg2(1) AND mn2(1) AND thmpp(1),
S2478-MONOMER,,,mg2(1),
S2481-MONOMER,,,zn2(2),
S2502-MONOMER,,,cobalt2(1),
S2507-MONOMER,,,mg2(1),
S2514-MONOMER,,,mg2(1),
S2514-MONOMER,,,mn2(1),
S2514-MONOMER,,,ca2(1),
S2523-MONOMER,,,mg2(1),
S2535-MONOMER,,,fad(1),
S2540-MONOMER,,,fmnh2(1),
S2540-MONOMER,,,fadh2(1),
S2570-MONOMER,,,pydx5p(1),
S2605-MONOMER,,,mg2(1) AND zn2(1),
S2612-MONOMER,,,mg2(1),
S2615-MONOMER,,,pydx5p(2),
S2619-MONOMER,,,zn2(1),
S2619-MONOMER,,,mg2(1),
S2622-MONOMER,,,pydx5p(1),
S2656-MONOMER,,,mn2(1),
S2656-MONOMER,,,mg2(1),
S2658-MONOMER,,,thmpp(1),
S2665-MONOMER,,,zn2(1) AND cobalt2(1),
S2692-MONOMER,,,k(1) AND mg2(1),
S2695-MONOMER,,,mg2(1),
S2725-MONOMER,,,mg2(1),
S2732-MONOMER,,,mg2(4),
S2733-MONOMER,,,mn2(1),
S2735-MONOMER,,,4fe4s(1),
S2736-MONOMER,,,mg2(1),
S2736-MONOMER,,,mn2(1),
S2736-MONOMER,,,ca2(1),
S2748-MONOMER,,,fe2(1),
S2748-MONOMER,,,fe2(2),
S2749-MONOMER,,,pydx5p(2),
S2752-MONOMER,,,mg2(1),
S2771-MONOMER,,,fad(1) AND pheme(1),
S2776-MONOMER,,,mg2(1),
S2778-MONOMER,,,zn2(2),
S2798-MONOMER,,,mg2(1),
S2798-MONOMER,,,mn2(1),
S2802-MONOMER,,,mg2(2),
S2817-MONOMER,,,Oxidized(1),
S2829-MONOMER,,,mg2(1),
S2838-MONOMER,,,fe2(2),
S2852-MONOMER,,,mg2(1),
S2874-MONOMER,,,pydx5p(1),
S2902-MONOMER,,,mg2(1),
S2904-MONOMER,,,mg2(1),
S2911-MONOMER,,,zn2(4),
S2924-MONOMER,,,fad(1),
S2960-MONOMER,,,cobalt2(1),
S2962-MONOMER,,,mn2(1),
S2963-MONOMER,,,mg2(1),
S2963-MONOMER,,,mn2(1),
S2963-MONOMER,,,cobalt2(1),
S2966-MONOMER,,,mg2(1),
S2966-MONOMER,,,mn2(1),
S2966-MONOMER,,,cobalt2(1),
S2966-MONOMER,,,cd2(1),
S2988-MONOMER,,,mg2(4),
S2989-MONOMER,,,mg2(1),
S2990-MONOMER,,,mg2(1),
S2992-MONOMER,,,4fe4s(1),
S2994-MONOMER,,,mg2(1),
S3006-MONOMER,,,4fe4s(1),
S3008-MONOMER,,,fe2(1),
S3009-MONOMER,,,zn2(1),
S3011-MONOMER,,,mn2(1),
S3019-MONOMER,,,pydx5p(1),
S3035-MONOMER,,,mg2(1),
S3044-MONOMER,,,mg2(1),
S3046-MONOMER,,,pydx5p(1),
S3074-MONOMER,,,mg2(1) AND zn2(1),
S3074-MONOMER,,,mn2(1) AND zn2(1),
S3078-MONOMER,,,Oxidized(1),
S3080-MONOMER,,,Oxidized(1),
S3102-MONOMER,,,adocbl(1),
S3121-MONOMER,,,mn2(1),
S3127-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
S3129-MONOMER,,,mn2(2),
S3133-MONOMER,,,mg2(1) AND pydx5p(4),
S3137-MONOMER,,,k(4) AND mg2(1),
S3137-MONOMER,,,k(4) AND mn2(1),
S3137-MONOMER,,,k(4) AND cobalt2(1),
S3137-MONOMER,,,k(4) AND zn2(1),
S3137-MONOMER,,,k(4) AND cd2(1),
S3137-MONOMER,,,k(4) AND ni2(1),
S3137-MONOMER,,,k(4) AND ca2(1),
S3137-MONOMER,,,nh4(4) AND mg2(1),
S3137-MONOMER,,,nh4(4) AND mn2(1),
S3137-MONOMER,,,nh4(4) AND cobalt2(1),
S3137-MONOMER,,,nh4(4) AND zn2(1),
S3137-MONOMER,,,nh4(4) AND cd2(1),
S3137-MONOMER,,,nh4(4) AND ni2(1),
S3137-MONOMER,,,nh4(4) AND ca2(1),
S3137-MONOMER,,,tl(4) AND mg2(1),
S3137-MONOMER,,,tl(4) AND mn2(1),
S3137-MONOMER,,,tl(4) AND cobalt2(1),
S3137-MONOMER,,,tl(4) AND zn2(1),
S3137-MONOMER,,,tl(4) AND cd2(1),
S3137-MONOMER,,,tl(4) AND ni2(1),
S3137-MONOMER,,,tl(4) AND ca2(1),
S3137-MONOMER,,,cs(4) AND mg2(1),
S3137-MONOMER,,,cs(4) AND mn2(1),
S3137-MONOMER,,,cs(4) AND cobalt2(1),
S3137-MONOMER,,,cs(4) AND zn2(1),
S3137-MONOMER,,,cs(4) AND cd2(1),
S3137-MONOMER,,,cs(4) AND ni2(1),
S3137-MONOMER,,,cs(4) AND ca2(1),
S3137-MONOMER,,,LI(4) AND mg2(1),
S3137-MONOMER,,,LI(4) AND mn2(1),
S3137-MONOMER,,,LI(4) AND cobalt2(1),
S3137-MONOMER,,,LI(4) AND zn2(1),
S3137-MONOMER,,,LI(4) AND cd2(1),
S3137-MONOMER,,,LI(4) AND ni2(1),
S3137-MONOMER,,,LI(4) AND ca2(1),
S3137-MONOMER,,,na1(4) AND mg2(1),
S3137-MONOMER,,,na1(4) AND mn2(1),
S3137-MONOMER,,,na1(4) AND cobalt2(1),
S3137-MONOMER,,,na1(4) AND zn2(1),
S3137-MONOMER,,,na1(4) AND cd2(1),
S3137-MONOMER,,,na1(4) AND ni2(1),
S3137-MONOMER,,,na1(4) AND ca2(1),
S3142-MONOMER,,,mg2(1),
S3149-MONOMER,,,mg2(1),
S3165-MONOMER,,,pydx5p(1),
S3216-MONOMER,,,mg2(1),
S3236-MONOMER,,,mg2(1),
S3256-MONOMER,,,pydx5p(1),
S3273-MONOMER,,,fad(1),
S3279-MONOMER,,,mg2(1),
S3286-MONOMER,,,mg2(1),
S3320-MONOMER,,,pydx5p(1),
S3339-MONOMER,,,zn2(1),
S3363-MONOMER,,,4fe4s(1),
S3366-MONOMER,,,glycyl(1),
S3369-MONOMER,,,pydx5p(1),
S3380-MONOMER,,,fe2(1),
S3430-MONOMER,,,mg2(1),
S3435-MONOMER,,,mg2(1),
S3445-MONOMER,,,mg2(1),
S3456-MONOMER,,,mg2(1),
S3543-MONOMER,,,fe2(1),
S3544-MONOMER,,,mg2(1) AND k(1),
S3566-MONOMER,,,mg2(1),
S3568-MONOMER,,,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1),
S3579-MONOMER,,,pydx5p(1),
S3580-MONOMER,,,mg2(1),
S3624-MONOMER,,,pydx5p(1),
S3626-MONOMER,,,mn2(1),
S3629-MONOMER,,,4fe4s(1),
S3645-MONOMER,,,zn2(1) AND cbl1(1),
S3649-MONOMER,,,mg2(1),
S3649-MONOMER,,,mn2(1),
S3658-MONOMER,,,mg2(1),
S3670-MONOMER,,,mg2(1),
S3676-MONOMER,,,acetyl(1),
S3688-MONOMER,,,mg2(1),
S3690-MONOMER,,,fad(1),
S3700-MONOMER,,,fad(1),
S3710-MONOMER,,,mg2(1),
S3712-MONOMER,,,zn2(1),
S3713-MONOMER,,,mg2(1),
S3727-MONOMER,,,pheme(1),
S3728-MONOMER,,,fad(1),
S3730-MONOMER,,,pydx5p(1),
S3739-MONOMER,,,mg2(1),
S3743-MONOMER,,,mg2(1),
S3743-MONOMER,,,mn2(1),
S3744-MONOMER,,,mn2(1),
S3745-MONOMER,,,fad(1),
S3753-MONOMER,,,mg2(1),
S3763-MONOMER,,,mn2(1),
S3767-MONOMER,,,mg2(1),
S3768-MONOMER,,,mn2(1),
S3769-MONOMER,,,k(1) AND zn2(1),
S3806-MONOMER,,,mn2(1),
S3809-MONOMER,,,4fe4s(1),
S3819-MONOMER,,,mg2(1),
S3819-MONOMER,,,mn2(1),
S3833-MONOMER,,,mn2(1),
S3848-MONOMER,,,zn2(1),
S3851-MONOMER,,,mg2(1),
S3876-MONOMER,,,fe2(1),
S3878-MONOMER,,,mg2(1),
S3879-MONOMER,,,dpm(1),
S3898-MONOMER,,,nad(1),
S3900-MONOMER,,,nad(1),
S3902-MONOMER,,,mg2(1),
S3903-MONOMER,,,mg2(3),
S3905-MONOMER,,,Oxidized(1),
S3907-MONOMER,,,nh4(1) AND mg2(1),
S3910-MONOMER,,,mg2(1),
S3912-MONOMER,,,pydx5p(1),
S3913-MONOMER,,,4fe4s(1),
S3914-MONOMER,,,pydx5p(6),
S3914-MONOMER,,,pydx5p(1),
S3932-MONOMER,,,k(1) AND mg2(1),
S3944-MONOMER,,,mg2(1),
S3958-MONOMER,,,mg2(1),
S3972-MONOMER,,,mn2(1),
S4079-MONOMER,,,mn2(1),
S4080-MONOMER,,,mg2(1),
S4081-MONOMER,,,mg2(1),
S4086-MONOMER,,,mg2(1),
S4087-MONOMER,,,mg2(1),
S4089-MONOMER,,,zn2(1),
S4090-MONOMER,,,fmn(1),
S4090-MONOMER,,,mg2(1),
S4095-MONOMER,,,mg2(1),
S4109-MONOMER,,,nadp(1),
S4110-MONOMER,,,pydx5p(1),
S4111-MONOMER,,,zn2(1),
S4117-MONOMER,,,mn2(1),
S4119-MONOMER,,,Oxidized(1),
S4124-MONOMER,,,fmn(1),
S4139-MONOMER,,,pydx5p(1),
S4142-MONOMER,,,mg2(1),
S4153-MONOMER,,,pydx5p(1),
S4154-MONOMER,,,ca2(1),
S4161-MONOMER,,,mg2(1),
S4173-MONOMER,,,pydx5p(1),
S4184-MONOMER,,,bmocogdp(1),
S4209-MONOMER,,,mg2(1),
S4237-MONOMER,,,fad(1),
S4296-MONOMER,,,mg2(1),
S4303-MONOMER,,,mg2(1),
S4310-MONOMER,,,mg2(1),
S4312-MONOMER,,,pydx5p(1),
S4316-MONOMER,,,fad(1),
S4325-MONOMER,,,pydx5p(1),
S4341-MONOMER,,,mg2(1),
S4341-MONOMER,,,ca2(1),
S4341-MONOMER,,,mn2(1),
S4347-MONOMER,,,mg2(1),
S4354-MONOMER,,,mg2(1),
S4354-MONOMER,,,mn2(1),
S4354-MONOMER,,,cobalt2(1),
S4354-MONOMER,,,fe2(1),
S4354-MONOMER,,,ca2(1),
S4354-MONOMER,,,k(1),
S4355-MONOMER,,,cobalt2(1) AND nad(1),
S4359-MONOMER,,,mg2(1) AND cl(1),
S4360-MONOMER,,,mg2(1),
S4385-MONOMER,,,pydx5p(1),
S4490-MONOMER,,,zn2(1),
S4492-MONOMER,,,mg2(1),
S4519-MONOMER,,,mg2(1),
S4520-MONOMER,,,mg2(1),
S4527-MONOMER,,,mg2(1),
S4537-MONOMER,,,mg2(1),
S4557-MONOMER,,,Oxidized(1),
S4560-MONOMER,,,mg2(1),
S4560-MONOMER,,,mn2(1),
S4560-MONOMER,,,cobalt2(1),
S4584-MONOMER,,,mg2(2),
S4590-MONOMER,,,adocbl(1),
S4590-MONOMER,,,4fe4s(2),
S4594-MONOMER,,,mg2(2),
S4600-MONOMER,,,mg2(1),
S4617-MONOMER,,,mn2(1),
S4621-MONOMER,,,mg2(1),
S4677-MONOMER,,,mn2(1),
S4686-MONOMER,,,mn2(1),
S4691-MONOMER,,,mg2(1),
S4693-MONOMER,,,mg2(1),
S4693-MONOMER,,,mn2(1),
S4693-MONOMER,,,ca2(1),
S4693-MONOMER,,,zn2(1),
S4693-MONOMER,,,cu2(1),
S4693-MONOMER,,,cd2(1),
S4693-MONOMER,,,cobalt2(1),
S4693-MONOMER,,,ni2(1),
CPLX-tRNA-GLU-LIGASE,,,mg2(1) AND zn2(1),
CPLX_ACCOAC-0,,,btn(1),
CPLX_ACHBS-0,,,mg2(1) AND fad(1) AND thmpp(1),
CPLX_ADCS-0,,,mg2(1),
CPLX_ANS-0,,,mg2(1),
CPLX_ANS-0,,,cobalt2(1),
CPLX_ANS-0,,,fe2(1),
CPLX_AKGDH-0,,,mg2(1) AND lipoyl(1),
CPLX_CBPS-0,,,mg2(1),
CPLX_CBPS-0,,,mn2(1),
CPLX_CBPS-0,,,cobalt2(1),
CPLX_CBPS-0,,,cd2(1),
CPLX_CBPS-0,,,zn2(1),
CPLX_ASPCT-0,,,zn2(1),
CPLX_ATPS4rpp-0,,,mg2(1),
CPLX_ATPS4rpp-1,,,mg2(1),
CPLX_CYTBD2pp-0,,,pheme(1) AND hemed(1),
CPLX_CYTBDpp-0,,,pheme(1) AND hemed(1),
CPLX_FADRx2-0,,,4fe4s(1) AND sheme(1) AND fmn(1) AND fad(1),
CPLX_FDH4pp-1,,,bmocogdp(1),
CPLX_G3PD5-0,,,fmn(1),
CPLX_FRD2-0,,,pheme(1) AND 3fe4s(1) AND 4fe4s(1) AND fad(1) AND 2fe2s(1),
CPLX_GLYCL-0,,,lipoyl(1),
CPLX_HYD1pp-0,,,ni2(1) AND 4fe4s(1),
CPLX_HYD1pp-1,,,ni2(1) AND fe2(1),
CPLX_NADH16pp-0,,,2fe2s(1) AND 4fe4s(1) AND fmn(1),
CPLX_NO3R1bpp-0,,,bmocogdp(1),
CPLX_NO3R2bpp-0,,,bmocogdp(1),
CPLX_PDH-0,,,mg2(1) AND fad(1) AND thmpp(1) AND lipoyl(1),
CPLX_PHETRS-0,,,mg2(1),
CPLX_PFL-2,,,glycyl(1),
CPLX_NTRIR2x-0,,,2fe2s(1) AND fad(1) AND sheme(1),
CPLX_PYROX-0,,,fmn(1),
CPLX_SCYSDS-0,,,SH(1),
CPLX_SCYSDS-0,,,pydx5p(1),
CPLX_S4FE4SR-0,,,fe2(1),
CPLX_S4FE4SR-0,,,fe2(2),
CPLX_TARTD-0,,,4fe4s(1),
CPLX_SUCDi-0,,,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1),
CPLX_TRPS1-0,,,pydx5p(1),
CPLX_GLUSy-0,,,fe2(1) AND fad(1),
