complex_id,name,genes,mod,replace
SGL_RS09235-MONOMER,,,mg2(1),
SGL_RS09235-MONOMER,,,mn2(1),
SGL_RS06370-MONOMER,,,pydx5p(2),
SGL_RS11290-MONOMER,,,mg2(1),
SGL_RS06195-MONOMER,,,acetyl(1),
SGL_RS02445-MONOMER,,,mg2(1),
SGL_RS02445-MONOMER,,,mn2(1),
SGL_RS06770-MONOMER,,,fe2(1) AND zn2(1),
SGL_RS06770-MONOMER,,,mn2(1) AND zn2(1),
SGL_RS06770-MONOMER,,,cobalt2(1) AND zn2(1),
SGL_RS13330-MONOMER,,,mg2(4),
SGL_RS16510-MONOMER,,,pydx5p(6),
SGL_RS16510-MONOMER,,,pydx5p(1),
SGL_RS11420-MONOMER,,,mg2(1),
SGL_RS14860-MONOMER,,,pydx5p(1),
SGL_RS01920-MONOMER,,,mg2(1),
SGL_RS09845-MONOMER,,,mg2(2),
SGL_RS06865-MONOMER,,,zn2(2),
SGL_RS15665-MONOMER,,,nad(1),
SGL_RS15560-MONOMER,,,mg2(1),
SGL_RS15650-MONOMER,,,Oxidized(1),
SGL_RS17360-MONOMER,,,4fe4s(1),
SGL_RS17055-MONOMER,,,fad(1),
SGL_RS10380-MONOMER,,,4fe4s(1),
SGL_RS11080-MONOMER,,,fad(1),
SGL_RS17675-MONOMER,,,mg2(4),
SGL_RS16870-MONOMER,,,zn2(4),
SGL_RS06140-MONOMER,,,pydx5p(1),
SGL_RS15220-MONOMER,,,mg2(1),
SGL_RS14485-MONOMER,,,mg2(1),
SGL_RS09660-MONOMER,,,mn2(1),
SGL_RS03470-MONOMER,,,k(4) AND mg2(1),
SGL_RS03470-MONOMER,,,k(4) AND mn2(1),
SGL_RS03470-MONOMER,,,k(4) AND cobalt2(1),
SGL_RS03470-MONOMER,,,k(4) AND zn2(1),
SGL_RS03470-MONOMER,,,k(4) AND cd2(1),
SGL_RS03470-MONOMER,,,k(4) AND ni2(1),
SGL_RS03470-MONOMER,,,k(4) AND ca2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND mg2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND mn2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND cobalt2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND zn2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND cd2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND ni2(1),
SGL_RS03470-MONOMER,,,nh4(4) AND ca2(1),
SGL_RS03470-MONOMER,,,tl(4) AND mg2(1),
SGL_RS03470-MONOMER,,,tl(4) AND mn2(1),
SGL_RS03470-MONOMER,,,tl(4) AND cobalt2(1),
SGL_RS03470-MONOMER,,,tl(4) AND zn2(1),
SGL_RS03470-MONOMER,,,tl(4) AND cd2(1),
SGL_RS03470-MONOMER,,,tl(4) AND ni2(1),
SGL_RS03470-MONOMER,,,tl(4) AND ca2(1),
SGL_RS03470-MONOMER,,,cs(4) AND mg2(1),
SGL_RS03470-MONOMER,,,cs(4) AND mn2(1),
SGL_RS03470-MONOMER,,,cs(4) AND cobalt2(1),
SGL_RS03470-MONOMER,,,cs(4) AND zn2(1),
SGL_RS03470-MONOMER,,,cs(4) AND cd2(1),
SGL_RS03470-MONOMER,,,cs(4) AND ni2(1),
SGL_RS03470-MONOMER,,,cs(4) AND ca2(1),
SGL_RS03470-MONOMER,,,LI(4) AND mg2(1),
SGL_RS03470-MONOMER,,,LI(4) AND mn2(1),
SGL_RS03470-MONOMER,,,LI(4) AND cobalt2(1),
SGL_RS03470-MONOMER,,,LI(4) AND zn2(1),
SGL_RS03470-MONOMER,,,LI(4) AND cd2(1),
SGL_RS03470-MONOMER,,,LI(4) AND ni2(1),
SGL_RS03470-MONOMER,,,LI(4) AND ca2(1),
SGL_RS03470-MONOMER,,,na1(4) AND mg2(1),
SGL_RS03470-MONOMER,,,na1(4) AND mn2(1),
SGL_RS03470-MONOMER,,,na1(4) AND cobalt2(1),
SGL_RS03470-MONOMER,,,na1(4) AND zn2(1),
SGL_RS03470-MONOMER,,,na1(4) AND cd2(1),
SGL_RS03470-MONOMER,,,na1(4) AND ni2(1),
SGL_RS03470-MONOMER,,,na1(4) AND ca2(1),
SGL_RS15335-MONOMER,,,zn2(1),
SGL_RS11450-MONOMER,,,zn2(1),
SGL_RS05470-MONOMER,,,mg2(1),
SGL_RS14105-MONOMER,,,mg2(1),
SGL_RS13815-MONOMER,,,zn2(2),
SGL_RS11680-MONOMER,,,mg2(1),
SGL_RS10195-MONOMER,,,mg2(1),
SGL_RS10195-MONOMER,,,ca2(1),
SGL_RS15145-MONOMER,,,k(1) AND mg2(1),
SGL_RS14865-MONOMER,,,fe2(2),
CPLX-tRNA-PHE-LIGASE,,,mg2(1),
CPLX_ACCOAC-0,,,btn(1),
CPLX_NTPP2-0,,,mg2(1) AND fe2(1),
CPLX_TRPS2_1-0,,,pydx5p(1),
