Modified_enzyme,Core_enzyme,Modifications,Source
AIRS-CPLX_mod_k(1)_mod_mg2(1),AIRS-CPLX,k(1) AND mg2(1),Homology
THYMIDYLATESYN-CPLX_mod_mg2(1),THYMIDYLATESYN-CPLX,mg2(1),Homology
SPOT-MONOMER_mod_mn2(1),SPOT-MONOMER,mn2(1),Homology
NAG1P-URIDYLTRANS-CPLX_mod_mg2(1),NAG1P-URIDYLTRANS-CPLX,mg2(1),Homology
MALIC-NAD-CPLX_mod_mn2(1),MALIC-NAD-CPLX,mn2(1),Homology
MALIC-NAD-CPLX_mod_mg2(1),MALIC-NAD-CPLX,mg2(1),Homology
GMP-SYN-CPLX_mod_mg2(1),GMP-SYN-CPLX,mg2(1),Homology
GLUCDEHYDROG-MONOMER_mod_pqq(1),GLUCDEHYDROG-MONOMER,pqq(1),Homology
GLYCOPHOSPHORYL-CPLX_mod_pydx5p(1),GLYCOPHOSPHORYL-CPLX,pydx5p(1),Homology
6PFK-2-CPX_mod_mg2(1),6PFK-2-CPX,mg2(1),Homology
LSERINEDEAM2-MONOMER_mod_4fe4s(1),LSERINEDEAM2-MONOMER,4fe4s(1),Homology
IscS_mod_pydx5p(2),IscS,pydx5p(2),Homology
HYDROPEROXIDI-CPLX_mod_pheme(1),HYDROPEROXIDI-CPLX,pheme(1),Homology
ADENYLYLSULFKIN-CPLX_mod_mg2(1),ADENYLYLSULFKIN-CPLX,mg2(1),Homology
ADENYLYLSULFKIN-CPLX_mod_mn2(1),ADENYLYLSULFKIN-CPLX,mn2(1),Homology
ADENYLYLSULFKIN-CPLX_mod_cobalt2(1),ADENYLYLSULFKIN-CPLX,cobalt2(1),Homology
ADENYLYLSULFKIN-CPLX_mod_cd2(1),ADENYLYLSULFKIN-CPLX,cd2(1),Homology
CPLX0-253_mod_fad(1),CPLX0-253,fad(1),Homology
GLUTAREDOXIN-MONOMER_mod_Oxidized(1),GLUTAREDOXIN-MONOMER,Oxidized(1),Homology
CPLX0-1221_mod_mg2(1),CPLX0-1221,mg2(1),Homology
UDPGLCNACEPIM-MONOMER_mod_nad(1),UDPGLCNACEPIM-MONOMER,nad(1),Homology
Eno_dim_mod_mg2(4),Eno_dim,mg2(4),Homology
CPLX0-7882_mod_hco3(1),CPLX0-7882,hco3(1),Homology
CPLX0-7761_mod_4fe4s(1),CPLX0-7761,4fe4s(1),Homology
CYSTATHIONINE-BETA-LYASE-CPLX_mod_pydx5p(1),CYSTATHIONINE-BETA-LYASE-CPLX,pydx5p(1),Homology
GLUTAMINESYN-OLIGOMER_mod_mn2(1),GLUTAMINESYN-OLIGOMER,mn2(1),Homology
CPLX0-246_CPLX0-1342_mod_SH(1),CPLX0-246_CPLX0-1342,SH(1),Homology
CPLX0-246_CPLX0-1342_mod_pydx5p(1),CPLX0-246_CPLX0-1342,pydx5p(1),Homology
L-LACTDEHYDROGFMN-MONOMER_mod_fmn(1),L-LACTDEHYDROGFMN-MONOMER,fmn(1),Homology
CPLX0-3161_mod_zn2(1)_mod_cobalt2(1),CPLX0-3161,zn2(1) AND cobalt2(1),Homology
TDK-MONOMER_mod_mg2(1),TDK-MONOMER,mg2(1),Homology
CPLX0-1683_mod_mn2(1),CPLX0-1683,mn2(1),Homology
DSBC-CPLX_mod_Oxidized(1),DSBC-CPLX,Oxidized(1),Homology
CPLX0-227_mod_fe2(1),CPLX0-227,fe2(1),Homology
ACETYLORNDEACET-CPLX_mod_zn2(1),ACETYLORNDEACET-CPLX,zn2(1),Homology
CPLX0-301_mod_mn2(1),CPLX0-301,mn2(1),Homology
THREDEHYDCAT-CPLX_mod_pydx5p(1),THREDEHYDCAT-CPLX,pydx5p(1),Homology
HOMOCYSMETB12-MONOMER_mod_zn2(1)_mod_cbl1(1),HOMOCYSMETB12-MONOMER,zn2(1) AND cbl1(1),Homology
GLYOXII-MONOMER_mod_zn2(1),GLYOXII-MONOMER,zn2(1),Homology
FUMARATE-REDUCTASE_mod_pheme(1)_mod_3fe4s(1)_mod_4fe4s(1)_mod_fad(1)_mod_2fe2s(1),FUMARATE-REDUCTASE,pheme(1) AND 3fe4s(1) AND 4fe4s(1) AND fad(1) AND 2fe2s(1),Homology
FUCULOKIN-MONOMER_mod_mg2(1),FUCULOKIN-MONOMER,mg2(1),Homology
DLACTDEHYDROGFAD-MONOMER_mod_fad(1),DLACTDEHYDROGFAD-MONOMER,fad(1),Homology
3-ISOPROPYLMALDEHYDROG-CPLX_mod_mg2(1)_mod_mn2(1),3-ISOPROPYLMALDEHYDROG-CPLX,mg2(1) AND mn2(1),Homology
HISTDEHYD-CPLX_mod_mn2(1),HISTDEHYD-CPLX,mn2(1),Homology
EG11653-MONOMER_mod_fe2(1),EG11653-MONOMER,fe2(1),Homology
EG11817-MONOMER_mod_cobalt2(1),EG11817-MONOMER,cobalt2(1),Homology
EG11829-MONOMER_mod_mg2(1),EG11829-MONOMER,mg2(1),Homology
EG11829-MONOMER_mod_mn2(1),EG11829-MONOMER,mn2(1),Homology
ADENPRIBOSYLTRAN-CPLX_mod_mg2(1),ADENPRIBOSYLTRAN-CPLX,mg2(1),Homology
ADENPRIBOSYLTRAN-CPLX_mod_mn2(1),ADENPRIBOSYLTRAN-CPLX,mn2(1),Homology
GDPMANDEHYDRA-CPLX_mod_nadp(1),GDPMANDEHYDRA-CPLX,nadp(1),Homology
EG10534-MONOMER_mod_mg2(1),EG10534-MONOMER,mg2(1),Homology
G6886-MONOMER_mod_cu2(1),G6886-MONOMER,cu2(1),Homology
CPLX0-7466_mod_mg2(1),CPLX0-7466,mg2(1),Homology
CPLX0-238_mod_mg2(1),CPLX0-238,mg2(1),Homology
ADENYLOSUCCINATE-SYN-DIMER_mod_mg2(1),ADENYLOSUCCINATE-SYN-DIMER,mg2(1),Homology
GUANYL-KIN-CPLX_mod_mg2(1),GUANYL-KIN-CPLX,mg2(1),Homology
EG50003-MONOMER_mod_pan4p(1),EG50003-MONOMER,pan4p(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_ac(1),EG50003-MONOMER,pan4p(1) AND ac(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_mal(1),EG50003-MONOMER,pan4p(1) AND mal(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_but2e(1),EG50003-MONOMER,pan4p(1) AND but2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_act(1),EG50003-MONOMER,pan4p(1) AND act(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_but(1),EG50003-MONOMER,pan4p(1) AND but(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ha(1),EG50003-MONOMER,pan4p(1) AND 3ha(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_egme(1),EG50003-MONOMER,pan4p(1) AND egme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_ogme(1),EG50003-MONOMER,pan4p(1) AND ogme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_gme(1),EG50003-MONOMER,pan4p(1) AND gme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_hgme(1),EG50003-MONOMER,pan4p(1) AND hgme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_thex2e(1),EG50003-MONOMER,pan4p(1) AND thex2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ohex(1),EG50003-MONOMER,pan4p(1) AND 3ohex(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_hex(1),EG50003-MONOMER,pan4p(1) AND hex(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hhex(1),EG50003-MONOMER,pan4p(1) AND 3hhex(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_pim(1),EG50003-MONOMER,pan4p(1) AND pim(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_epme(1),EG50003-MONOMER,pan4p(1) AND epme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_opme(1),EG50003-MONOMER,pan4p(1) AND opme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_pme(1),EG50003-MONOMER,pan4p(1) AND pme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_hpme(1),EG50003-MONOMER,pan4p(1) AND hpme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_toct2e(1),EG50003-MONOMER,pan4p(1) AND toct2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ooct(1),EG50003-MONOMER,pan4p(1) AND 3ooct(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_oc(1),EG50003-MONOMER,pan4p(1) AND oc(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hoct(1),EG50003-MONOMER,pan4p(1) AND 3hoct(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_tdec2e(1),EG50003-MONOMER,pan4p(1) AND tdec2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_cdec3e(1),EG50003-MONOMER,pan4p(1) AND cdec3e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3odec(1),EG50003-MONOMER,pan4p(1) AND 3odec(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_dca(1),EG50003-MONOMER,pan4p(1) AND dca(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hdec(1),EG50003-MONOMER,pan4p(1) AND 3hdec(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),EG50003-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),EG50003-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_tddec2e(1),EG50003-MONOMER,pan4p(1) AND tddec2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_cddec5e(1),EG50003-MONOMER,pan4p(1) AND cddec5e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3oddec(1),EG50003-MONOMER,pan4p(1) AND 3oddec(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),EG50003-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_ddca(1),EG50003-MONOMER,pan4p(1) AND ddca(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hddec(1),EG50003-MONOMER,pan4p(1) AND 3hddec(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),EG50003-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),EG50003-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_tde(1),EG50003-MONOMER,pan4p(1) AND tde(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_tmrs2e(1),EG50003-MONOMER,pan4p(1) AND tmrs2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3omrs(1),EG50003-MONOMER,pan4p(1) AND 3omrs(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1),EG50003-MONOMER,pan4p(1) AND 3hcmrs7e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_myrs(1),EG50003-MONOMER,pan4p(1) AND myrs(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hmrs(1),EG50003-MONOMER,pan4p(1) AND 3hmrs(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_t3c9palme(1),EG50003-MONOMER,pan4p(1) AND t3c9palme(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1),EG50003-MONOMER,pan4p(1) AND 3ocpalm9e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_hde(1),EG50003-MONOMER,pan4p(1) AND hde(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_tpalm2e(1),EG50003-MONOMER,pan4p(1) AND tpalm2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3opalm(1),EG50003-MONOMER,pan4p(1) AND 3opalm(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1),EG50003-MONOMER,pan4p(1) AND 3hcpalm9e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_palm(1),EG50003-MONOMER,pan4p(1) AND palm(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hpalm(1),EG50003-MONOMER,pan4p(1) AND 3hpalm(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_t3c11vace(1),EG50003-MONOMER,pan4p(1) AND t3c11vace(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1),EG50003-MONOMER,pan4p(1) AND 3ocvac11e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_toctd2e(1),EG50003-MONOMER,pan4p(1) AND toctd2e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_octe(1),EG50003-MONOMER,pan4p(1) AND octe(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3ooctd(1),EG50003-MONOMER,pan4p(1) AND 3ooctd(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1),EG50003-MONOMER,pan4p(1) AND 3hcvac11e(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_ocdca(1),EG50003-MONOMER,pan4p(1) AND ocdca(1),Homology
EG50003-MONOMER_mod_pan4p(1)_mod_3hocta(1),EG50003-MONOMER,pan4p(1) AND 3hocta(1),Homology
NAP-CPLX_mod_bmocogdp(1),NAP-CPLX,bmocogdp(1),Homology
GLYCPDIESTER-PERI-CPLX_mod_ca2(1),GLYCPDIESTER-PERI-CPLX,ca2(1),Homology
GALACTOKIN-MONOMER_mod_mg2(1),GALACTOKIN-MONOMER,mg2(1),Homology
THIE-MONOMER_mod_mg2(1),THIE-MONOMER,mg2(1),Homology
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER_mod_mg2(1),H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,mg2(1),Homology
TRANSKETOI-CPLX_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1),TRANSKETOI-CPLX,thmpp(1) AND mn2(1) AND mg2(1),Homology
G6646-MONOMER_mod_pydx5p(1),G6646-MONOMER,pydx5p(1),Homology
Map_mono_mod_fe2(2),Map_mono,fe2(2),Homology
RHAMNULOKIN-MONOMER_mod_mg2(1),RHAMNULOKIN-MONOMER,mg2(1),Homology
PHOSGLYCMUTASE_mod_23bpg(1),PHOSGLYCMUTASE,23bpg(1),Homology
CPLX0-322_mod_k(1)_mod_mg2(1),CPLX0-322,k(1) AND mg2(1),Homology
CPLX0-341_mod_fmn(1),CPLX0-341,fmn(1),Homology
CPLX0-341_mod_mg2(1),CPLX0-341,mg2(1),Homology
ENTC-MONOMER_mod_mg2(1),ENTC-MONOMER,mg2(1),Homology
Orn_dim_mod_mg2(2),Orn_dim,mg2(2),Homology
ASPARTASE-CPLX_mod_mg2(1),ASPARTASE-CPLX,mg2(1),Homology
ASPARTASE-CPLX_mod_mn2(1),ASPARTASE-CPLX,mn2(1),Homology
ASPARTASE-CPLX_mod_cobalt2(1),ASPARTASE-CPLX,cobalt2(1),Homology
CPLX0-7817_mod_Oxidized(1),CPLX0-7817,Oxidized(1),Homology
O-SUCCHOMOSERLYASE-CPLX_mod_pydx5p(1),O-SUCCHOMOSERLYASE-CPLX,pydx5p(1),Homology
DCYSDESULF-CPLX_mod_pydx5p(1),DCYSDESULF-CPLX,pydx5p(1),Homology
PSERTRANSAM-CPLX_mod_pydx5p(1),PSERTRANSAM-CPLX,pydx5p(1),Homology
G7408-MONOMER_mod_mg2(1),G7408-MONOMER,mg2(1),Homology
QUINOPRIBOTRANS-CPLX_mod_mg2(1),QUINOPRIBOTRANS-CPLX,mg2(1),Homology
PEPSYNTH-CPLX_mod_mg2(1),PEPSYNTH-CPLX,mg2(1),Homology
CARBPSYN-CPLX_mod_mg2(1),CARBPSYN-CPLX,mg2(1),Homology
CARBPSYN-CPLX_mod_mn2(1),CARBPSYN-CPLX,mn2(1),Homology
CARBPSYN-CPLX_mod_cobalt2(1),CARBPSYN-CPLX,cobalt2(1),Homology
CARBPSYN-CPLX_mod_cd2(1),CARBPSYN-CPLX,cd2(1),Homology
CARBPSYN-CPLX_mod_zn2(1),CARBPSYN-CPLX,zn2(1),Homology
FUMARASE-B_mod_4fe4s(1),FUMARASE-B,4fe4s(1),Homology
THI-P-KIN-MONOMER_mod_mg2(1),THI-P-KIN-MONOMER,mg2(1),Homology
Phe_RS_tetra_mod_mg2(1),Phe_RS_tetra,mg2(1),Homology
THRESYN-MONOMER_mod_pydx5p(1),THRESYN-MONOMER,pydx5p(1),Homology
CPLX0-3482_mod_mg2(1),CPLX0-3482,mg2(1),Homology
DIAMINOPIMDECARB-CPLX_mod_pydx5p(1),DIAMINOPIMDECARB-CPLX,pydx5p(1),Homology
ASNSYNB-CPLX_mod_mg2(1),ASNSYNB-CPLX,mg2(1),Homology
PPX-CPLX_mod_mg2(1),PPX-CPLX,mg2(1),Homology
ALKAPHOSPHA-CPLX_mod_zn2(1)_mod_mg2(1),ALKAPHOSPHA-CPLX,zn2(1) AND mg2(1),Homology
ASPAMINOTRANS-DIMER_mod_pydx5p(1),ASPAMINOTRANS-DIMER,pydx5p(1),Homology
CPLX-7524_mod_mn2(1),CPLX-7524,mn2(1),Homology
CPLX-7524_mod_2fe2s(1)_mod_mn2(1),CPLX-7524,2fe2s(1) AND mn2(1),Homology
CPLX-7524_mod_4fe4s(1)_mod_mn2(1),CPLX-7524,4fe4s(1) AND mn2(1),Homology
LSERINEDEAM1-MONOMER_mod_4fe4s(1),LSERINEDEAM1-MONOMER,4fe4s(1),Homology
CPLX0-7692_mod_mg2(1),CPLX0-7692,mg2(1),Homology
MiaA_dim_mod_mg2(2),MiaA_dim,mg2(2),Homology
CPLX0-3681_mod_nadp(1),CPLX0-3681,nadp(1),Homology
Rph_mono_mod_mg2(1),Rph_mono,mg2(1),Homology
DSERDEAM-MONOMER_mod_pydx5p(1),DSERDEAM-MONOMER,pydx5p(1),Homology
SelA_deca_mod_pydx5p(1),SelA_deca,pydx5p(1),Homology
RrmA_dim_mod_zn2(2),RrmA_dim,zn2(2),Homology
CPLX0-7704_mod_mg2(1),CPLX0-7704,mg2(1),Homology
NAPAB-CPLX_NAPC-MONOMER_mod_bmocogdp(1),NAPAB-CPLX_NAPC-MONOMER,bmocogdp(1),Homology
Rnd_mono_mod_mg2(5),Rnd_mono,mg2(5),Homology
BIOTIN-SYN-CPLX_mod_4fe4s(1)_mod_2fe2s(1),BIOTIN-SYN-CPLX,4fe4s(1) AND 2fe2s(1),Homology
TREHALOSEPHOSPHASYN-MONOMER_mod_mg2(1),TREHALOSEPHOSPHASYN-MONOMER,mg2(1),Homology
DEOXYGLUCONOKIN-MONOMER_mod_mg2(1),DEOXYGLUCONOKIN-MONOMER,mg2(1),Homology
Met_RS_dim_mod_zn2(2),Met_RS_dim,zn2(2),Homology
G6986-MONOMER_mod_k(1)_mod_mg2(1),G6986-MONOMER,k(1) AND mg2(1),Homology
DIHYDROPTERIREDUCT-CPLX_mod_fad(1),DIHYDROPTERIREDUCT-CPLX,fad(1),Homology
EG12115-MONOMER_mod_mn2(1),EG12115-MONOMER,mn2(1),Homology
PEPCARBOXYKIN-MONOMER_mod_mg2(1),PEPCARBOXYKIN-MONOMER,mg2(1),Homology
PEPCARBOXYKIN-MONOMER_mod_ca2(1),PEPCARBOXYKIN-MONOMER,ca2(1),Homology
PEPCARBOXYKIN-MONOMER_mod_mn2(1),PEPCARBOXYKIN-MONOMER,mn2(1),Homology
AROF-CPLX_mod_fe2(2),AROF-CPLX,fe2(2),Homology
FOLE-CPLX_mod_zn2(1),FOLE-CPLX,zn2(1),Homology
CPLX0-1401_mod_pydx5p(1),CPLX0-1401,pydx5p(1),Homology
CPLX0-7615_mod_mg2(1),CPLX0-7615,mg2(1),Homology
NADH-DHII-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1),NADH-DHII-MONOMER,mg2(1) AND cu(1) AND fad(1),Homology
RlmN_mono_mod_4fe4s(1),RlmN_mono,4fe4s(1),Homology
NAD-SYNTH-CPLX_mod_mg2(1),NAD-SYNTH-CPLX,mg2(1),Homology
NAD-SYNTH-CPLX_mod_mn2(1),NAD-SYNTH-CPLX,mn2(1),Homology
CPLX0-7622_mod_4fe4s(1),CPLX0-7622,4fe4s(1),Homology
PPENTOMUT-MONOMER_mod_mn2(1),PPENTOMUT-MONOMER,mn2(1),Homology
RIBULPEPIM-CPLX_mod_zn2(1),RIBULPEPIM-CPLX,zn2(1),Homology
PRPPSYN-MONOMER_mod_mg2(1)_mod_pi(1),PRPPSYN-MONOMER,mg2(1) AND pi(1),Homology
PRPPSYN-MONOMER_mod_mn2(1)_mod_pi(1),PRPPSYN-MONOMER,mn2(1) AND pi(1),Homology
HYDROPEROXIDII-CPLX_mod_hemed(6),HYDROPEROXIDII-CPLX,hemed(6),Homology
6PFK-1-CPX_mod_mg2(1),6PFK-1-CPX,mg2(1),Homology
CYTDEAM-MONOMER_mod_fe2(1)_mod_zn2(1),CYTDEAM-MONOMER,fe2(1) AND zn2(1),Homology
CYTDEAM-MONOMER_mod_mn2(1)_mod_zn2(1),CYTDEAM-MONOMER,mn2(1) AND zn2(1),Homology
CYTDEAM-MONOMER_mod_cobalt2(1)_mod_zn2(1),CYTDEAM-MONOMER,cobalt2(1) AND zn2(1),Homology
RluD_mono_mod_mg2(1),RluD_mono,mg2(1),Homology
CPLX0-7564_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1),CPLX0-7564,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),Homology
CPLX0-7904_mod_ca2(1),CPLX0-7904,ca2(1),Homology
UDHA-CPLX_mod_fad(1),UDHA-CPLX,fad(1),Homology
FORMATEDEHYDROGN-CPLX_mod_bmocogdp(1),FORMATEDEHYDROGN-CPLX,bmocogdp(1),Homology
ACETATEKINA-MONOMER_mod_mg2(1),ACETATEKINA-MONOMER,mg2(1),Homology
DIHYDROOROT-CPLX_mod_zn2(2),DIHYDROOROT-CPLX,zn2(2),Homology
ADENYL-KIN-MONOMER_mod_mg2(1),ADENYL-KIN-MONOMER,mg2(1),Homology
CPLX0-743_mod_thmpp(1),CPLX0-743,thmpp(1),Homology
ArgS_mono_mod_mg2(1),ArgS_mono,mg2(1),Homology
ACETYLGLUTKIN-CPLX_mod_mg2(1),ACETYLGLUTKIN-CPLX,mg2(1),Homology
GLYOCARBOLIG-CPLX_mod_mg2(1)_mod_thmpp(1)_mod_fad(1),GLYOCARBOLIG-CPLX,mg2(1) AND thmpp(1) AND fad(1),Homology
CPLX0-7630_mod_ca2(1),CPLX0-7630,ca2(1),Homology
AROC-CPLX_mod_fmnh2(1),AROC-CPLX,fmnh2(1),Homology
AROC-CPLX_mod_fadh2(1),AROC-CPLX,fadh2(1),Homology
GLUTKIN-CPLX_mod_mg2(1),GLUTKIN-CPLX,mg2(1),Homology
CPLX0-1341_mod_fe2(1),CPLX0-1341,fe2(1),Homology
CPLX0-1341_mod_fe2(2),CPLX0-1341,fe2(2),Homology
NITRITREDUCT-CPLX_mod_2fe2s(1)_mod_fad(1)_mod_sheme(1),NITRITREDUCT-CPLX,2fe2s(1) AND fad(1) AND sheme(1),Homology
DIMESULFREDUCT-CPLX_mod_bmocogdp(1),DIMESULFREDUCT-CPLX,bmocogdp(1),Homology
rpL7/12_mod_acetyl(1),rpL7/12,acetyl(1),Homology
G6954-MONOMER_mod_mg2(1),G6954-MONOMER,mg2(1),Homology
G6954-MONOMER_mod_mn2(1),G6954-MONOMER,mn2(1),Homology
ValS_mono_mod_mg2(1),ValS_mono,mg2(1),Homology
CPLX0-1021_mod_mg2(1),CPLX0-1021,mg2(1),Homology
TETRAACYLDISACC4KIN-MONOMER_mod_mg2(1),TETRAACYLDISACC4KIN-MONOMER,mg2(1),Homology
AROL-MONOMER_mod_mg2(1),AROL-MONOMER,mg2(1),Homology
AROL-MONOMER_mod_mn2(1),AROL-MONOMER,mn2(1),Homology
AROL-MONOMER_mod_cobalt2(1),AROL-MONOMER,cobalt2(1),Homology
AROL-MONOMER_mod_fe2(1),AROL-MONOMER,fe2(1),Homology
AROL-MONOMER_mod_ca2(1),AROL-MONOMER,ca2(1),Homology
AROL-MONOMER_mod_k(1),AROL-MONOMER,k(1),Homology
HOMOSERKIN-CPLX_mod_k(1)_mod_mg2(1),HOMOSERKIN-CPLX,k(1) AND mg2(1),Homology
CPLX0-7712_mod_mg2(1),CPLX0-7712,mg2(1),Homology
CPLX0-7712_mod_mn2(1),CPLX0-7712,mn2(1),Homology
CYTIDEAM-CPLX_mod_zn2(1),CYTIDEAM-CPLX,zn2(1),Homology
NICONUCADENYLYLTRAN-MONOMER_mod_mg2(1),NICONUCADENYLYLTRAN-MONOMER,mg2(1),Homology
GLUTCYSLIG-MONOMER_mod_mg2(1),GLUTCYSLIG-MONOMER,mg2(1),Homology
PORPHOBILSYNTH-CPLX_mod_zn2(1),PORPHOBILSYNTH-CPLX,zn2(1),Homology
EG10456-MONOMER_mod_fad(1)_mod_pheme(1),EG10456-MONOMER,fad(1) AND pheme(1),Homology
ATPSYN-CPLX_mod_mg2(1),ATPSYN-CPLX,mg2(1),Homology
MENF-CPLX_mod_mg2(1),MENF-CPLX,mg2(1),Homology
PRPPAMIDOTRANS-CPLX_mod_mg2(1),PRPPAMIDOTRANS-CPLX,mg2(1),Homology
FLAVODOXIN2-MONOMER_mod_Oxidized(1),FLAVODOXIN2-MONOMER,Oxidized(1),Homology
PYRUVFORMLY-INACTIVE-CPLX_mod_glycyl(1),PYRUVFORMLY-INACTIVE-CPLX,glycyl(1),Homology
GALACTARDEHYDRA-MONOMER_mod_fe2(1),GALACTARDEHYDRA-MONOMER,fe2(1),Homology
SUCCORNTRANSAM-CPLX_mod_pydx5p(1),SUCCORNTRANSAM-CPLX,pydx5p(1),Homology
CFA-CPLX_mod_hco3(1),CFA-CPLX,hco3(1),Homology
EG11239-MONOMER_mod_mg2(1),EG11239-MONOMER,mg2(1),Homology
KETOBUTFORMLY-INACT-MONOMER_mod_glycyl(1),KETOBUTFORMLY-INACT-MONOMER,glycyl(1),Homology
ALPHAGALACTOSID-CPLX_mod_mn2(1),ALPHAGALACTOSID-CPLX,mn2(1),Homology
EG10943-MONOMER_mod_mg2(1),EG10943-MONOMER,mg2(1),Homology
G6880-MONOMER_mod_mg2(1),G6880-MONOMER,mg2(1),Homology
EG10043-MONOMER_mod_mg2(1),EG10043-MONOMER,mg2(1),Homology
CPLX0-721_mod_mn2(1),CPLX0-721,mn2(1),Homology
LTAA-CPLX_mod_pydx5p(1),LTAA-CPLX,pydx5p(1),Homology
G7502-MONOMER_mod_zn2(1),G7502-MONOMER,zn2(1),Homology
EG11736-MONOMER_mod_mg2(1),EG11736-MONOMER,mg2(1),Homology
IPPISOM-MONOMER_mod_mg2(1)_mod_zn2(1),IPPISOM-MONOMER,mg2(1) AND zn2(1),Homology
IPPISOM-MONOMER_mod_mn2(1)_mod_zn2(1),IPPISOM-MONOMER,mn2(1) AND zn2(1),Homology
GPH-MONOMER_mod_mg2(1)_mod_cl(1),GPH-MONOMER,mg2(1) AND cl(1),Homology
FLAVODOXIN1-MONOMER_mod_Oxidized(1),FLAVODOXIN1-MONOMER,Oxidized(1),Homology
TYRB-DIMER_mod_pydx5p(1),TYRB-DIMER,pydx5p(1),Homology
DnaJ_dim_mod_zn2(4),DnaJ_dim,zn2(4),Homology
ORNDECARBOX-BIO-CPLX_mod_pydx5p(1),ORNDECARBOX-BIO-CPLX,pydx5p(1),Homology
